metric,value
total_return,0.42073795790489177
annualized_return,0.017559238853032344
annualized_volatility,0.09632529795923707
sharpe_ratio,0.18229104113919337
sortino_ratio,0.17479270191526233
max_drawdown,-0.3240470105280324
avg_drawdown,-0.13124602015247702
avg_daily_return,0.0000875189053585846
win_rate,0.5065905961046626
num_trades,950.0
cumulative_volume_traded,356297319.0482926
portfolio_turnover,7.760765666207713
holding_period_years,0.1288532656454564
num_price_points,5084.0
num_weight_events,950.0
parsing_time_ms,123.0
simulation_time_ms,66.0
total_time_ms,189.0
simulation_speed_dates_per_sec,76899.80638915779
